"","code","year","data_level","cpi","ppp2021"
"1924","ROU","2021","national",1,1.874802113
"1925","ROU","2022","national",1.1379548321785,1.874802113
"1926","ROU","2023","national",1.25627013888873,1.874802113
"1927","RUS","1993","national",0.00261899587245126,25.75553131
"1928","RUS","1996","national",0.0469239819109803,25.75553131
"1929","RUS","1997","national",0.0538505837801912,25.75553131
"1930","RUS","1998","national",0.0687594816351509,25.75553131
"1931","RUS","1999","national",0.127718333424154,25.75553131
"1932","RUS","2000","national",0.154282161293147,25.75553131
"1933","RUS","2001","national",0.187417343025221,25.75553131
"1934","RUS","2002","national",0.217008176458559,25.75553131
"1935","RUS","2003","national",0.246658630061668,25.75553131
"1936","RUS","2004","national",0.273516349396543,25.75553131
"1937","RUS","2005","national",0.308212724306539,25.75553131
"1938","RUS","2006","national",0.338012764073728,25.75553131
"1939","RUS","2007","national",0.368458580589938,25.75553131
"1940","RUS","2008","national",0.420450889205366,25.75553131
"1941","RUS","2009","national",0.469422200193968,25.75553131
"1942","RUS","2010","national",0.501574768438016,25.75553131
"1943","RUS","2011","national",0.543910025433857,25.75553131
"1944","RUS","2012","national",0.571512059346483,25.75553131
"1945","RUS","2013","national",0.610110302671473,25.75553131
"1946","RUS","2014","national",0.657841759038387,25.75553131
"1947","RUS","2015","national",0.76003356179313,25.75553131
"1948","RUS","2016","national",0.813558545016825,25.75553131
"1949","RUS","2017","national",0.843524530141019,25.75553131
"1950","RUS","2018","national",0.867803715400403,25.75553131
"1951","RUS","2019","national",0.906597695033724,25.75553131
"1952","RUS","2020","national",0.937255779253222,25.75553131
"1953","RUS","2021","national",1,25.75553131
"1954","RUS","2022","national",1.13749781490123,25.75553131
"1955","RUS","2023","national",1.20415282770781,25.75553131
"1956","RWA","1984","national",0.0661305568014956,291.5976868
"1957","RWA","2000","national",0.286178667830769,291.5976868
"1958","RWA","2005","national",0.417725937492817,291.5976868
"1959","RWA","2010","national",0.587690173295623,291.5976868
"1960","RWA","2013","national",0.723243524269293,291.5976868
"1961","RWA","2016","national",0.866458547597334,291.5976868
"1962","RWA","2023","national",1.37315517211864,291.5976868
"1963","SDN","2009","national",0.0054483365570556,119.2406948
"1964","SDN","2014","national",0.0198489353747401,119.2406948
"1965","SEN","1991","national",0.464247605076424,226.5762787
"1966","SEN","1994","national",0.625896789469124,226.5762787
"1967","SEN","2001","national",0.732856172090463,226.5762787
"1968","SEN","2005","national",0.773692226802896,226.5762787
"1969","SEN","2011","national",0.907004888785185,226.5762787
"1970","SEN","2018","national",0.956164072330549,226.5762787
"1971","SEN","2021","national",1.02422357001297,226.5762787
"1972","SLB","2005","national",0.506805351278473,7.546561718
"1973","SLB","2012","national",0.866182909879102,7.546561718
"1974","SLE","2003","national",0.183779748949873,3170.731934
"1975","SLE","2011","national",0.359335584362134,3170.731934
"1976","SLE","2018","national",0.686305818165314,3170.731934
"1977","SLV","1989","national",1.98210152325168,0.494253486
"1978","SLV","1991","national",2.90940977222985,0.494253486
"1979","SLV","1995","national",4.50914506460506,0.494253486
"1980","SLV","1996","national",4.9505413482593,0.494253486
"1981","SLV","1998","national",5.30458296344812,0.494253486
"1982","SLV","1999","national",5.33189208687523,0.494253486
"1983","SLV","2000","national",5.54375671587883,0.494253486
"1984","SLV","2001","national",5.6227404396319,0.494253486
"1985","SLV","2002","national",5.77966862761498,0.494253486
"1986","SLV","2003","national",5.92516496084431,0.494253486
"1987","SLV","2004","national",0.713545690827857,0.494253486
"1988","SLV","2005","national",0.743951455159865,0.494253486
"1989","SLV","2006","national",0.780256254498995,0.494253486
"1990","SLV","2007","national",0.818144687397085,0.494253486
"1991","SLV","2008","national",0.865139013259186,0.494253486
"1992","SLV","2009","national",0.866271851580395,0.494253486
"1993","SLV","2010","national",0.88205989548431,0.494253486
"1994","SLV","2011","national",0.927267190597161,0.494253486
"1995","SLV","2012","national",0.933306333074069,0.494253486
"1996","SLV","2013","national",0.940380757118447,0.494253486
"1997","SLV","2014","national",0.952459042072262,0.494253486
"1998","SLV","2015","national",0.954960972526976,0.494253486
"1999","SLV","2016","national",0.947128123723364,0.494253486
"2000","SLV","2017","national",0.962942903573377,0.494253486
"2001","SLV","2018","national",0.973373141527471,0.494253486
"2002","SLV","2019","national",0.967758467357272,0.494253486
"2003","SLV","2021","national",1.02598628234641,0.494253486
"2004","SLV","2022","national",1.10113706725041,0.494253486
"2005","SLV","2023","national",1.12431578227225,0.494253486
"2006","SRB","2002","national",0.302401633148226,48.24728394
"2007","SRB","2003","national",0.332267346236364,48.24728394
"2008","SRB","2004","national",0.368904359238086,48.24728394
"2009","SRB","2005","national",0.428371660692769,48.24728394
"2010","SRB","2006","national",0.47859404564003,48.24728394
"2011","SRB","2007","national",0.509184404107968,48.24728394
"2012","SRB","2008","national",0.572379194198347,48.24728394
"2013","SRB","2009","national",0.618838935687372,48.24728394
"2014","SRB","2010","national",0.65685144689532,48.24728394
"2015","SRB","2012","national",0.783519960422135,48.24728394
"2016","SRB","2013","national",0.843806046008066,48.24728394
"2017","SRB","2014","national",0.861377844533798,48.24728394
"2018","SRB","2015","national",0.873371377048727,48.24728394
"2019","SRB","2016","national",0.883173333370752,48.24728394
"2020","SRB","2017","national",0.910826021564564,48.24728394
"2021","SRB","2018","national",0.928676753436353,48.24728394
"2022","SRB","2019","national",0.94585014734456,48.24728394
"2023","SRB","2020","national",0.96075228413636,48.24728394
"2024","SRB","2021","national",1,48.24728394
"2025","SRB","2022","national",1.11981515228478,48.24728394
"2026","SSD","2009","national",0.00437929947628131,158.0521393
"2027","SSD","2016","national",0.0142928715689683,158.0521393
"2028","STP","2000","national",98.7430530637086,10.56940411
"2029","STP","2010","national",422.342277689016,10.56940411
"2030","STP","2017","national",724.688557749207,10.56940411
"2031","SUR","1999","national",28.7295978024457,6.335016727
"2032","SUR","2022","national",1.52446024927836,6.335016727
"2033","SVK","1992","national",7.12999177508244,0.570268869
"2034","SVK","1996","national",11.583244046265,0.570268869
"2035","SVK","2004","national",20.9933207208599,0.570268869
"2036","SVK","2005","national",21.562047165232,0.570268869
"2037","SVK","2006","national",22.5287458554103,0.570268869
"2038","SVK","2007","national",23.1498008106994,0.570268869
"2039","SVK","2008","national",24.2142693469966,0.570268869
"2040","SVK","2009","national",0.816748201297642,0.570268869
"2041","SVK","2010","national",0.82456461740081,0.570268869
"2042","SVK","2011","national",0.856881684740924,0.570268869
"2043","SVK","2012","national",0.887781720372745,0.570268869
"2044","SVK","2013","national",0.900214860381643,0.570268869
"2045","SVK","2014","national",0.899529212053621,0.570268869
"2046","SVK","2015","national",0.89660374144182,0.570268869
"2047","SVK","2016","national",0.891941345393128,0.570268869
"2048","SVK","2017","national",0.903643102021754,0.570268869
"2049","SVK","2018","national",0.926361029860271,0.570268869
"2050","SVK","2019","national",0.951044495487643,0.570268869
"2051","SVK","2020","national",0.969465656058315,0.570268869
"2052","SVK","2021","national",1,0.570268869
"2053","SVK","2022","national",1.12774146094491,0.570268869
"2054","SVK","2023","national",1.24651457381725,0.570268869
"2055","SVN","1987","national",0.0292838012877768,0.600284755
"2056","SVN","1993","national",0.288521724019085,0.600284755
"2057","SVN","1997","national",112.999203609245,0.600284755
"2058","SVN","1998","national",0.50874760918249,0.600284755
"2059","SVN","1999","national",129.420815062613,0.600284755
"2060","SVN","2002","national",164.194068403182,0.600284755
"2061","SVN","2003","national",173.297261570107,0.600284755
"2062","SVN","2004","national",179.523790290027,0.600284755
"2063","SVN","2005","national",183.924805660317,0.600284755
"2064","SVN","2006","national",188.44553927737,0.600284755
"2065","SVN","2007","national",0.815130733693268,0.600284755
"2066","SVN","2008","national",0.861164646681088,0.600284755
"2067","SVN","2009","national",0.868392066659153,0.600284755
"2068","SVN","2010","national",0.884033288569166,0.600284755
"2069","SVN","2011","national",0.899971072244456,0.600284755
"2070","SVN","2012","national",0.92334704585835,0.600284755
"2071","SVN","2013","national",0.9396829655583,0.600284755
"2072","SVN","2014","national",0.941556154074797,0.600284755
"2073","SVN","2015","national",0.93660774752605,0.600284755
"2074","SVN","2016","national",0.936092659465686,0.600284755
"2075","SVN","2017","national",0.949470380615477,0.600284755
"2076","SVN","2018","national",0.96597795137129,0.600284755
"2077","SVN","2019","national",0.981728436428846,0.600284755
"2078","SVN","2020","national",0.981189944472064,0.600284755
"2079","SVN","2021","national",1,0.600284755
"2080","SVN","2022","national",1.08833696161174,0.600284755
"2081","SVN","2023","national",1.1693841153371,0.600284755
"2082","SWE","1981","national",0.326637145963544,8.935531616
"2083","SWE","1987","national",0.486524681915466,8.935531616
"2084","SWE","1992","national",0.677694735810821,8.935531616
"2085","SWE","1995","national",0.742855592442426,8.935531616
"2086","SWE","2000","national",0.759962295912134,8.935531616
"2087","SWE","2001","national",0.778246680568334,8.935531616
"2088","SWE","2002","national",0.795045010969568,8.935531616
"2089","SWE","2003","national",0.810354799151698,8.935531616
"2090","SWE","2004","national",0.813382785991309,8.935531616
"2091","SWE","2005","national",0.817068805724093,8.935531616
"2092","SWE","2006","national",0.828182676009846,8.935531616
"2093","SWE","2007","national",0.846503505978544,8.935531616
"2094","SWE","2008","national",0.875598229295751,8.935531616
"2095","SWE","2009","national",0.871268768243249,8.935531616
"2096","SWE","2010","national",0.881357933515815,8.935531616
"2097","SWE","2011","national",0.907456273862182,8.935531616
"2098","SWE","2012","national",0.915517882847417,8.935531616
"2099","SWE","2013","national",0.915112411935315,8.935531616
"2100","SWE","2014","national",0.913468472821043,8.935531616
"2101","SWE","2015","national",0.913041148169897,8.935531616
"2102","SWE","2016","national",0.922027943602829,8.935531616
"2103","SWE","2017","national",0.938573712022992,8.935531616
"2104","SWE","2018","national",0.95690906632287,8.935531616
"2105","SWE","2019","national",0.973981745201944,8.935531616
"2106","SWE","2020","national",0.97882601310404,8.935531616
"2107","SWE","2021","national",1,8.935531616
"2108","SWE","2022","national",1.08369289458287,8.935531616
"2109","SWE","2023","national",1.1763337858066,8.935531616
"2110","SWZ","1994","national",0.187309591423316,6.189027309
"2111","SWZ","2000","national",0.295344918350057,6.189027309
"2112","SWZ","2009","national",0.538400668187098,6.189027309
"2113","SWZ","2016","national",0.821181806052007,6.189027309
"2114","SYC","1999","national",0.318818731856067,9.831793785
"2115","SYC","2006","national",0.381968509581519,9.831793785
"2116","SYC","2013","national",0.793913003407389,9.831793785
"2117","SYC","2018","national",0.885477036033514,9.831793785
"2118","SYR","1996","national",0.0148850530795621,506.863739
"2119","SYR","2003","national",0.0152802094342209,506.863739
"2120","SYR","2006","national",0.019017557344657,506.863739
"2121","SYR","2009","national",0.022800649604311,506.863739
"2122","SYR","2022","national",2.02413639563577,506.863739
"2123","TCD","2003","national",0.687514738693862,215.8571472
"2124","TCD","2011","national",0.836290264735864,215.8571472
"2125","TCD","2018","national",0.969456329723006,215.8571472
"2126","TCD","2022","national",1.00519244172889,215.8571472
"2127","TGO","2006","national",0.718021304922049,220.6676788
"2128","TGO","2011","national",0.858442311248362,220.6676788
"2129","TGO","2015","national",0.921563726942245,220.6676788
"2130","TGO","2018","national",0.921536282097476,220.6676788
"2131","TGO","2021","national",1.00731512397984,220.6676788
"2132","THA","1981","national",0.320950083706411,11.71212101
"2133","THA","1988","national",0.39239956388245,11.71212101
"2134","THA","1990","national",0.437656993560441,11.71212101
"2135","THA","1992","national",0.481796179132995,11.71212101
"2136","THA","1994","national",0.522879562287978,11.71212101
"2137","THA","1996","national",0.585421374390354,11.71212101
"2138","THA","1998","national",0.667791945864195,11.71212101
"2139","THA","1999","national",0.669693299735791,11.71212101
"2140","THA","2000","national",0.680354584747146,11.71212101
"2141","THA","2002","national",0.696244676789639,11.71212101
"2142","THA","2004","national",0.728364424302085,11.71212101
"2143","THA","2006","national",0.79674625760503,11.71212101
"2144","THA","2007","national",0.814605616204611,11.71212101
"2145","THA","2008","national",0.859152244336421,11.71212101
"2146","THA","2009","national",0.851658025806418,11.71212101
"2147","THA","2010","national",0.879590070440621,11.71212101
"2148","THA","2011","national",0.913091827681358,11.71212101
"2149","THA","2012","national",0.940620623968601,11.71212101
"2150","THA","2013","national",0.961172130002865,11.71212101
"2151","THA","2014","national",0.979387694664298,11.71212101
"2152","THA","2015","national",0.970569044552399,11.71212101
"2153","THA","2016","national",0.97239517103226,11.71212101
"2154","THA","2017","national",0.978867746554421,11.71212101
"2155","THA","2018","national",0.989281875023613,11.71212101
"2156","THA","2019","national",0.9962733920447,11.71212101
"2157","THA","2020","national",0.987845575411367,11.71212101
"2158","THA","2021","national",1,11.71212101
"2159","THA","2022","national",0.983893151066065,11.71212101
"2160","THA","2023","national",1.06730811495524,11.71212101
"2161","TJK","1999","national",0.0577490739524364,3.21827817
"2162","TJK","2003","national",0.13881179690361,3.21827817
"2163","TJK","2004","national",0.14872570335865,3.21827817
"2164","TJK","2007","national",0.346944838762283,3.21827817
"2165","TJK","2009","national",0.444917768239975,3.21827817
"2166","TJK","2015","national",0.663751602172852,3.21827817
"2167","TJK","2021","national",1,3.21827817
"2168","TJK","2022","national",1.0659189,3.21827817
"2169","TJK","2023","national",1.1034428,3.21827817
"2170","TJK","2024","national",1.1418703,3.21827817
"2171","TKM","1998","national",818.344633891655,1.572154284
"2172","TLS","2001","national",0.417823782079371,0.559579313
"2173","TLS","2007","national",0.557740820945932,0.559579313
"2174","TLS","2014","national",0.928287369684253,0.559579313
"2175","TON","2000","national",0.373728102377512,1.735335112
"2176","TON","2009","national",0.712466452478791,1.735335112
"2177","TON","2015","national",0.810483237382508,1.735335112
"2178","TON","2021","national",1,1.735335112
"2179","TTO","1988","national",0.16519945519095,4.061946869
"2180","TTO","1992","national",0.225966518596057,4.061946869
"2181","TUN","1985","national",0.194314483172085,0.873126209
"2182","TUN","1990","national",0.274733832483206,0.873126209
"2183","TUN","1995","national",0.363930170924696,0.873126209
"2184","TUN","2000","national",0.426630968864189,0.873126209
"2185","TUN","2005","national",0.490610914011896,0.873126209
"2186","TUN","2010","national",0.584229410551651,0.873126209
"2187","TUN","2015","national",0.727512344580923,0.873126209
"2188","TUN","2021","national",1.01391839274369,0.873126209
"2189","TUR","1987","national",5.15128944547697e-05,3.023272276
"2190","TUR","1994","national",0.00218992027238587,3.023272276
"2191","TUR","2002","national",0.146427710039816,3.023272276
"2192","TUR","2003","national",0.178059669133101,3.023272276
"2193","TUR","2004","national",0.193369708289451,3.023272276
"2194","TUR","2005","national",0.209185718130112,3.023272276
"2195","TUR","2006","national",0.229261781803969,3.023272276
"2196","TUR","2007","national",0.24933636712976,3.023272276
"2197","TUR","2008","national",0.275377371367238,3.023272276
"2198","TUR","2009","national",0.292591135068859,3.023272276
"2199","TUR","2010","national",0.317655799467368,3.023272276
"2200","TUR","2011","national",0.338214095433233,3.023272276
"2201","TUR","2012","national",0.368286651786891,3.023272276
"2202","TUR","2013","national",0.395882684307835,3.023272276
"2203","TUR","2014","national",0.430936425410603,3.023272276
"2204","TUR","2015","national",0.463992918276531,3.023272276
"2205","TUR","2016","national",0.500068973419593,3.023272276
"2206","TUR","2017","national",0.555798236219275,3.023272276
"2207","TUR","2018","national",0.64657379991097,3.023272276
"2208","TUR","2019","national",0.74470315158603,3.023272276
"2209","TUR","2020","national",0.836144941315883,3.023272276
"2210","TUR","2021","national",1,3.023272276
"2211","TUR","2022","national",1.72308824875179,3.023272276
"2212","TUV","2010","national",0.747132345962631,1.2945261
"2213","TWN","1981","national",0.547,15.7015686
"2214","TWN","1986","national",0.57375,15.7015686
"2215","TWN","1991","national",0.65809,15.7015686
"2216","TWN","1995","national",0.76371,15.7015686
"2217","TWN","1997","national",0.79433,15.7015686
"2218","TWN","2000","national",0.81923,15.7015686
"2219","TWN","2005","national",0.84753,15.7015686
"2220","TWN","2007","national",0.86793,15.7015686
"2221","TWN","2010","national",0.89931,15.7015686
"2222","TWN","2013","national",0.93711,15.7015686
"2223","TWN","2016","national",0.95857,15.7015686
"2224","TWN","2017","national",0.96453,15.7015686
"2225","TWN","2018","national",0.97755,15.7015686
"2226","TWN","2019","national",0.98302,15.7015686
"2227","TWN","2020","national",0.98068,15.7015686
"2228","TWN","2021","national",1,15.7015686
"2229","TZA","1991","national",0.0655154277584082,681.8508911
"2230","TZA","2000","national",0.261957586125799,681.8508911
"2231","TZA","2007","national",0.379293596045933,681.8508911
"2232","TZA","2011","national",0.630535836393055,681.8508911
"2233","TZA","2017","national",0.899983693973309,681.8508911
"2234","UGA","1989","national",0.0597822162668484,1315.2677
"2235","UGA","1992","national",0.15969334799205,1315.2677
"2236","UGA","1996","national",0.24782207536468,1315.2677
"2237","UGA","1999","national",0.284609377244486,1315.2677
"2238","UGA","2002","national",0.302585114215893,1315.2677
"2239","UGA","2005","national",0.367366260815602,1315.2677
"2240","UGA","2009","national",0.525602082637331,1315.2677
"2241","UGA","2012","national",0.72215405048007,1315.2677
"2242","UGA","2016","national",0.874967104804135,1315.2677
"2243","UGA","2019","national",0.967133392379153,1315.2677
"2244","UKR","1992","national",1.32716444701079,8.662703514
"2245","UKR","1993","national",0.641672691656689,8.662703514
"2246","UKR","1995","national",0.0303219197336768,8.662703514
"2247","UKR","1996","national",5.46781538003087,8.662703514
"2248","UKR","1999","national",0.086000617926573,8.662703514
"2249","UKR","2002","national",0.124375660299025,8.662703514
"2250","UKR","2003","national",0.130848748548005,8.662703514
"2251","UKR","2004","national",0.142695507579787,8.662703514
"2252","UKR","2005","national",0.161802481928722,8.662703514
"2253","UKR","2006","national",0.176449692386846,8.662703514
"2254","UKR","2007","national",0.199103668936014,8.662703514
"2255","UKR","2008","national",0.249330479089587,8.662703514
"2256","UKR","2009","national",0.288927131919006,8.662703514
"2257","UKR","2010","national",0.316008083434312,8.662703514
"2258","UKR","2011","national",0.341148822660619,8.662703514
"2259","UKR","2012","national",0.343089034949618,8.662703514
"2260","UKR","2013","national",0.342269215394786,8.662703514
"2261","UKR","2014","national",0.383587455536048,8.662703514
"2262","UKR","2015","national",0.570394060189857,8.662703514
"2263","UKR","2016","national",0.649751310472059,8.662703514
"2264","UKR","2017","national",0.74356452257638,8.662703514
"2265","UKR","2018","national",0.824998661922559,8.662703514
"2266","UKR","2019","national",0.890063943225013,8.662703514
"2267","UKR","2020","national",0.914384838786983,8.662703514
"2268","URY","1981","national",0.000104405883585571,28.00548744
"2269","URY","1989","national",0.00418605941847779,28.00548744
"2270","URY","1992","national",0.0229137823451879,28.00548744
"2271","URY","1995","national",0.0802124175289159,28.00548744
"2272","URY","1996","national",0.108641955649028,28.00548744
"2273","URY","1997","national",0.13507220954224,28.00548744
"2274","URY","1998","national",0.155561328037782,28.00548744
"2275","URY","2000","national",0.176036267212567,28.00548744
"2276","URY","2001","national",0.184926701327933,28.00548744
"2277","URY","2002","national",0.191562623442753,28.00548744
"2278","URY","2003","national",0.241332039303897,28.00548744
"2279","URY","2004","national",0.265833905573999,28.00548744
"2280","URY","2005","national",0.286011079012862,28.00548744
"2281","URY","2006","national",0.300021402741306,28.00548744
"2282","URY","2007","national",0.319163504800308,28.00548744
"2283","URY","2008","national",0.34631360033813,28.00548744
"2284","URY","2009","national",0.37817428027526,28.00548744
"2285","URY","2010","national",0.400485320930159,28.00548744
"2286","URY","2011","national",0.42823494539153,28.00548744
"2287","URY","2012","national",0.465063150695202,28.00548744
"2288","URY","2013","national",0.499835828260993,28.00548744
"2289","URY","2014","national",0.542445205327453,28.00548744
"2290","URY","2015","national",0.587238580615405,28.00548744
"2291","URY","2016","national",0.64265218254907,28.00548744
"2292","URY","2017","national",0.694725551908678,28.00548744
"2293","URY","2018","national",0.7402469266038,28.00548744
"2294","URY","2019","national",0.799172055089673,28.00548744
"2295","URY","2020","national",0.869402586133884,28.00548744
"2296","URY","2021","national",0.951238284198206,28.00548744
"2297","URY","2022","national",1.02695022254343,28.00548744
"2298","URY","2023","national",1.11214356713489,28.00548744
"2299","URY","2024","national",1.16899596804727,28.00548744
"2300","USA","1977","national",0.223671965361659,1
"2301","USA","1978","national",0.240740289370351,1
"2302","USA","1979","national",0.267834324573407,1
"2303","USA","1980","national",0.304123743303826,1
"2304","USA","1981","national",0.335554079062751,1
"2305","USA","1982","national",0.356128314564841,1
"2306","USA","1983","national",0.367568715496898,1
"2307","USA","1984","national",0.383376145416887,1
"2308","USA","1985","national",0.396969286364244,1
"2309","USA","1986","national",0.404503953162134,1
"2310","USA","1987","national",0.419327244417264,1
"2311","USA","1988","national",0.436426342904621,1
"2312","USA","1989","national",0.457492663088007,1
"2313","USA","1990","national",0.482187915935114,1
"2314","USA","1991","national",0.502608386485949,1
"2315","USA","1992","national",0.517831485032982,1
"2316","USA","1993","national",0.533116071141877,1
"2317","USA","1994","national",0.547016803387213,1
"2318","USA","1995","national",0.562362907755703,1
"2319","USA","1996","national",0.578846915740306,1
"2320","USA","1997","national",0.592378538428069,1
"2321","USA","1998","national",0.601573921955431,1
"2322","USA","1999","national",0.614736557876557,1
"2323","USA","2000","national",0.635495286761964,1
"2324","USA","2001","national",0.653455487394988,1
"2325","USA","2002","national",0.663819472272793,1
"2326","USA","2003","national",0.678888805868572,1
"2327","USA","2004","national",0.697064320410181,1
"2328","USA","2005","national",0.720713916332834,1
"2329","USA","2006","national",0.743963766359053,1
"2330","USA","2007","national",0.765186583592049,1
"2331","USA","2008","national",0.794562903249275,1
"2332","USA","2009","national",0.791737852154431,1
"2333","USA","2010","national",0.804722686798323,1
"2334","USA","2011","national",0.83012653544695,1
"2335","USA","2012","national",0.847304619204736,1
"2336","USA","2013","national",0.859716204357764,1
"2337","USA","2014","national",0.87366273762272,1
"2338","USA","2015","national",0.874699154529141,1
"2339","USA","2016","national",0.885734191879381,1
"2340","USA","2017","national",0.904601326375426,1
"2341","USA","2018","national",0.926696941590868,1
"2342","USA","2019","national",0.943490628319384,1
"2343","USA","2020","national",0.955129367312942,1
"2344","USA","2021","national",1,1
"2345","USA","2022","national",1.08002807246409,1
"2346","USA","2023","national",1.12448563643801,1
"2347","UZB","1998","national",0.0449442227342602,2906.581543
"2348","UZB","2000","national",0.0725350551720668,2906.581543
"2349","UZB","2002","national",0.117488095685949,2906.581543
"2350","UZB","2003","national",0.132169698756882,2906.581543
"2351","UZB","2021","national",1,2906.581543
"2352","UZB","2022","national",1.11446637610321,2906.581543
"2353","UZB","2023","national",1.22542926277151,2906.581543
"2354","UZB","2024","national",1.04828448368432,2906.581543
"2355","VEN","1981","national",6.68675703366903e-11,15517657088
"2356","VEN","1987","national",1.38513072232973e-10,15517657088
"2357","VEN","1989","national",3.30800075896201e-10,15517657088
"2358","VEN","1992","national",9.32299074205358e-10,15517657088
"2359","VEN","1995","national",3.64036656278633e-09,15517657088
"2360","VEN","1998","national",1.32262686993136e-08,15517657088
"2361","VEN","1999","national",1.58752636540007e-08,15517657088
"2362","VEN","2001","national",2.02191127715582e-08,15517657088
"2363","VEN","2002","national",2.65306084007087e-08,15517657088
"2364","VEN","2003","national",3.37162157917161e-08,15517657088
"2365","VEN","2004","national",4.01846537867903e-08,15517657088
"2366","VEN","2005","national",4.59545045945426e-08,15517657088
"2367","VEN","2006","national",5.37512620325695e-08,15517657088
"2368","VNM","1992","national",0.178018905327351,7510.822266
"2369","VNM","1997","national",0.272176597772355,7510.822266
"2370","VNM","2002","national",0.284100158599588,7510.822266
"2371","VNM","2004","national",0.304483082483024,7510.822266
"2372","VNM","2006","national",0.363372991258438,7510.822266
"2373","VNM","2008","national",0.441508377235057,7510.822266
"2374","VNM","2010","national",0.558213879189349,7510.822266
"2375","VNM","2012","national",0.734252182989943,7510.822266
"2376","VNM","2014","national",0.82900488012438,7510.822266
"2377","VNM","2016","national",0.843457483679416,7510.822266
"2378","VNM","2018","national",0.910971614510026,7510.822266
"2379","VNM","2020","national",0.994371725335253,7510.822266
"2380","VNM","2022","national",1.00383512440477,7510.822266
"2381","VUT","2010","national",0.791998445379668,120.3515854
"2382","VUT","2019","national",0.938047250984401,120.3515854
"2383","WSM","2002","national",0.539793742275852,1.788847446
"2384","WSM","2008","national",0.782040984949647,1.788847446
"2385","WSM","2013","national",0.90447490242904,1.788847446
"2386","XKX","2003","national",0.72273083289737,0.390215904
"2387","XKX","2005","national",0.7053230192929,0.390215904
"2388","XKX","2006","national",0.709707638786277,0.390215904
"2389","XKX","2009","national",0.790372606857745,0.390215904
"2390","XKX","2010","national",0.817881574901259,0.390215904
"2391","XKX","2011","national",0.877884787222996,0.390215904
"2392","XKX","2012","national",0.899627675187597,0.390215904
"2393","XKX","2013","national",0.915527045402811,0.390215904
"2394","XKX","2014","national",0.919454277205145,0.390215904
"2395","XKX","2015","national",0.914517422914262,0.390215904
"2396","XKX","2016","national",0.917015583379592,0.390215904
"2397","XKX","2017","national",0.930662958810398,0.390215904
"2398","XKX","2018","national",0.940470274417639,0.390215904
"2399","XKX","2019","national",0.965637142925604,0.390215904
"2400","XKX","2020","national",0.967551307292644,0.390215904
"2401","XKX","2021","national",1,0.390215904
"2402","XKX","2022","national",1.11580507222358,0.390215904
"2403","YEM","1998","national",0.0406587954258178,572.0146484
"2404","YEM","2005","national",0.0818965235671876,572.0146484
"2405","YEM","2014","national",0.209534107027481,572.0146484
"2406","ZAF","1993","national",0.21381478590104,7.524514198
"2407","ZAF","2000","national",0.364437861111872,7.524514198
"2408","ZAF","2005","national",0.445796839673626,7.524514198
"2409","ZAF","2008","national",0.547340168494282,7.524514198
"2410","ZAF","2010","national",0.610917770979948,7.524514198
"2411","ZAF","2014","national",0.760067617410598,7.524514198
"2412","ZMB","1991","national",0.00142963599514371,6.189584732
"2413","ZMB","1993","national",10.7619941545435,6.189584732
"2414","ZMB","1996","national",0.0321196717725581,6.189584732
"2415","ZMB","1998","national",0.0497371906041121,6.189584732
"2416","ZMB","2002","national",0.138876856232824,6.189584732
"2417","ZMB","2004","national",0.189626875724978,6.189584732
"2418","ZMB","2006","national",0.229473837667342,6.189584732
"2419","ZMB","2010","national",0.333534599532514,6.189584732
"2420","ZMB","2015","national",0.480430136267938,6.189584732
"2421","ZMB","2022","national",1.10993205942551,6.189584732
"2422","ZWE","2011","national",0.713404278482668,0.644237995
"2423","ZWE","2017","national",0.655781598073874,0.644237995
"2424","ZWE","2019","national",0.655781598073874,0.644237995
